id_transaksi,tanggal,produk_id,nama_produk,kategori,harga,jumlah,kota,total_harga
733,2025-01-02,P008,Produk-15,Buku,853940,19,Jakarta,16224860
734,2025-01-03,P038,Produk-14,Pakaian,203077,4,Jakarta,812308
735,2025-01-04,P012,Produk-7,Elektronik,1153151,19,Bandung,21909869
736,2025-01-05,P024,Produk-17,Elektronik,1572534,11,Bandung,17297874
737,2025-01-06,P028,Produk-12,Elektronik,1772907,2,Jakarta,3545814
738,2025-01-07,P008,Produk-20,Olahraga,468815,10,Makassar,4688150
739,2025-01-08,P028,Produk-4,Olahraga,530808,11,Bandung,5838888
740,2025-01-09,P036,Produk-9,Pakaian,1689778,16,Surabaya,27036448
741,2025-01-10,P026,Produk-6,Buku,823422,19,Medan,15645018
742,2025-01-11,P008,Produk-16,Pakaian,641343,11,Jakarta,7054773
743,2025-01-12,P050,Produk-2,Makanan,1710561,14,Jakarta,23947854
744,2025-01-13,P028,Produk-8,Elektronik,680527,2,Medan,1361054
745,2025-01-14,P028,Produk-11,Elektronik,285469,5,Makassar,1427345
746,2025-01-15,P037,Produk-13,Elektronik,1221682,5,Medan,6108410
747,2025-01-16,P041,Produk-17,Pakaian,841787,19,Bandung,15993953
748,2025-01-17,P036,Produk-8,Pakaian,1939128,12,Medan,23269536
749,2025-01-18,P027,Produk-18,Elektronik,517835,18,Jakarta,9321030
750,2025-01-19,P017,Produk-18,Pakaian,350486,4,Medan,1401944
751,2025-01-20,P009,Produk-14,Olahraga,52257,17,Surabaya,888369
752,2025-01-21,P033,Produk-15,Olahraga,1388084,10,Bandung,13880840
753,2025-01-22,P020,Produk-6,Pakaian,1778908,6,Medan,10673448
754,2025-01-23,P013,Produk-11,Elektronik,1210291,14,Jakarta,16944074
755,2025-01-24,P028,Produk-13,Pakaian,1125230,11,Bandung,12377530
756,2025-01-25,P048,Produk-1,Pakaian,1834705,11,Jakarta,20181755
757,2025-01-26,P029,Produk-6,Pakaian,393567,18,Makassar,7084206
758,2025-01-27,P013,Produk-9,Makanan,341464,18,Surabaya,6146352
759,2025-01-28,P046,Produk-8,Olahraga,595096,11,Makassar,6546056
760,2025-01-29,P035,Produk-11,Buku,626677,12,Surabaya,7520124
761,2025-01-30,P006,Produk-19,Buku,538906,5,Medan,2694530
762,2025-01-31,P018,Produk-9,Makanan,168581,9,Bandung,1517229
763,2025-02-01,P005,Produk-17,Pakaian,1226503,9,Medan,11038527
764,2025-02-02,P047,Produk-12,Makanan,1133349,10,Surabaya,11333490
765,2025-02-03,P025,Produk-14,Makanan,1805104,19,Surabaya,34296976
766,2025-02-04,P002,Produk-15,Elektronik,1519539,1,Surabaya,1519539
767,2025-02-05,P010,Produk-16,Olahraga,388540,7,Jakarta,2719780
768,2025-02-06,P030,Produk-20,Buku,551590,4,Bandung,2206360
769,2025-02-07,P050,Produk-1,Pakaian,1468412,1,Medan,1468412
770,2025-02-08,P045,Produk-10,Buku,1313340,15,Medan,19700100
771,2025-02-09,P005,Produk-8,Buku,1680369,8,Makassar,13442952
772,2025-02-10,P033,Produk-18,Olahraga,922328,12,Surabaya,11067936
773,2025-02-11,P001,Produk-1,Buku,1640999,18,Surabaya,29537982
774,2025-02-12,P018,Produk-2,Buku,665175,15,Surabaya,9977625
775,2025-02-13,P032,Produk-1,Makanan,1220694,17,Medan,20751798
776,2025-02-14,P047,Produk-1,Olahraga,1063539,14,Makassar,14889546
777,2025-02-15,P049,Produk-9,Elektronik,1408097,14,Jakarta,19713358
778,2025-02-16,P011,Produk-13,Pakaian,1253202,18,Bandung,22557636
779,2025-02-17,P021,Produk-1,Buku,898923,18,Jakarta,16180614
780,2025-02-18,P026,Produk-13,Pakaian,1344315,16,Medan,21509040
781,2025-02-19,P025,Produk-20,Elektronik,1943291,1,Surabaya,1943291
782,2025-02-20,P022,Produk-7,Pakaian,528356,11,Bandung,5811916
783,2025-02-21,P027,Produk-2,Elektronik,329067,15,Medan,4936005
784,2025-02-22,P049,Produk-6,Makanan,1408311,12,Medan,16899732
785,2025-02-23,P013,Produk-7,Buku,1685125,8,Medan,13481000
786,2025-02-24,P033,Produk-14,Elektronik,366480,6,Bandung,2198880
787,2025-02-25,P034,Produk-18,Pakaian,386227,3,Bandung,1158681
788,2025-02-26,P041,Produk-15,Buku,1683812,13,Makassar,21889556
789,2025-02-27,P035,Produk-2,Makanan,1339467,13,Makassar,17413071
790,2025-02-28,P001,Produk-10,Buku,214074,2,Jakarta,428148
791,2025-03-01,P021,Produk-12,Elektronik,523314,5,Bandung,2616570
792,2025-03-02,P048,Produk-17,Makanan,1608028,17,Bandung,27336476
793,2025-03-03,P006,Produk-8,Pakaian,338816,6,Bandung,2032896
794,2025-03-04,P028,Produk-11,Makanan,840645,2,Makassar,1681290
795,2025-03-05,P017,Produk-3,Makanan,1239941,4,Medan,4959764
796,2025-03-06,P005,Produk-6,Olahraga,1067481,11,Surabaya,11742291
797,2025-03-07,P031,Produk-9,Makanan,1547652,8,Makassar,12381216
798,2025-03-08,P005,Produk-6,Makanan,112507,12,Bandung,1350084
799,2025-03-09,P038,Produk-9,Buku,1155710,8,Makassar,9245680
800,2025-03-10,P003,Produk-7,Pakaian,183172,11,Jakarta,2014892
801,2025-03-11,P023,Produk-9,Buku,291225,8,Bandung,2329800
802,2025-03-12,P037,Produk-18,Buku,243069,8,Jakarta,1944552
803,2025-03-13,P037,Produk-12,Elektronik,864604,17,Bandung,14698268
804,2025-03-14,P010,Produk-8,Buku,856564,16,Makassar,13705024
805,2025-03-15,P010,Produk-8,Olahraga,1871797,14,Medan,26205158
806,2025-03-16,P019,Produk-18,Olahraga,1903207,11,Surabaya,20935277
807,2025-03-17,P017,Produk-20,Elektronik,1659473,7,Jakarta,11616311
808,2025-03-18,P021,Produk-15,Pakaian,1272613,16,Makassar,20361808
809,2025-03-19,P014,Produk-7,Pakaian,1761952,13,Medan,22905376
810,2025-03-20,P009,Produk-11,Buku,1531571,15,Makassar,22973565
811,2025-03-21,P046,Produk-20,Buku,546013,16,Jakarta,8736208
812,2025-03-22,P001,Produk-16,Buku,344025,9,Surabaya,3096225
813,2025-03-23,P045,Produk-4,Pakaian,787954,3,Makassar,2363862
814,2025-03-24,P013,Produk-6,Makanan,860904,19,Bandung,16357176
815,2025-03-25,P004,Produk-3,Olahraga,1598674,5,Medan,7993370
816,2025-03-26,P001,Produk-9,Makanan,757173,10,Makassar,7571730
817,2025-03-27,P049,Produk-10,Makanan,805728,17,Medan,13697376
818,2025-03-28,P040,Produk-14,Pakaian,1356379,15,Bandung,20345685
819,2025-03-29,P032,Produk-11,Makanan,1789957,8,Surabaya,14319656
820,2025-03-30,P034,Produk-18,Elektronik,366275,15,Surabaya,5494125
821,2025-03-31,P028,Produk-12,Buku,729447,14,Bandung,10212258
822,2025-04-01,P031,Produk-12,Elektronik,1111404,7,Medan,7779828
823,2025-04-02,P008,Produk-13,Olahraga,1029114,12,Makassar,12349368
824,2025-04-03,P039,Produk-13,Buku,933096,17,Bandung,15862632
825,2025-04-04,P026,Produk-19,Makanan,566835,17,Jakarta,9636195
826,2025-04-05,P034,Produk-19,Olahraga,706761,10,Medan,7067610
827,2025-04-06,P003,Produk-14,Buku,851625,19,Surabaya,16180875
828,2025-04-07,P050,Produk-4,Makanan,1322037,14,Bandung,18508518
829,2025-04-08,P012,Produk-13,Elektronik,488080,11,Surabaya,5368880
830,2025-04-09,P001,Produk-8,Buku,1512099,2,Medan,3024198
831,2025-04-10,P044,Produk-19,Makanan,1463238,18,Surabaya,26338284
832,2025-04-11,P005,Produk-12,Elektronik,331755,7,Bandung,2322285
833,2025-04-12,P030,Produk-18,Olahraga,749151,12,Medan,8989812
834,2025-04-13,P030,Produk-6,Olahraga,388384,2,Jakarta,776768
835,2025-04-14,P017,Produk-18,Olahraga,1338295,18,Bandung,24089310
836,2025-04-15,P048,Produk-19,Olahraga,782763,6,Makassar,4696578
837,2025-04-16,P047,Produk-5,Pakaian,1887753,10,Bandung,18877530
838,2025-04-17,P023,Produk-9,Buku,891675,15,Medan,13375125
839,2025-04-18,P015,Produk-3,Buku,316010,5,Bandung,1580050
840,2025-04-19,P037,Produk-10,Pakaian,737605,3,Jakarta,2212815
841,2025-04-20,P021,Produk-19,Makanan,1536516,5,Jakarta,7682580
842,2025-04-21,P014,Produk-3,Makanan,965113,8,Makassar,7720904
843,2025-04-22,P002,Produk-15,Olahraga,645642,8,Surabaya,5165136
844,2025-04-23,P011,Produk-1,Elektronik,1149950,8,Medan,9199600
845,2025-04-24,P039,Produk-7,Makanan,164397,12,Medan,1972764
846,2025-04-25,P038,Produk-12,Elektronik,298552,8,Surabaya,2388416
847,2025-04-26,P034,Produk-17,Buku,436721,11,Jakarta,4803931
848,2025-04-27,P038,Produk-20,Elektronik,473332,14,Jakarta,6626648
849,2025-04-28,P050,Produk-5,Buku,1966037,8,Bandung,15728296
850,2025-04-29,P034,Produk-4,Pakaian,1978582,10,Makassar,19785820
851,2025-04-30,P018,Produk-12,Pakaian,342575,7,Makassar,2398025
852,2025-05-01,P030,Produk-20,Olahraga,1509700,17,Makassar,25664900
853,2025-05-02,P015,Produk-18,Makanan,79336,4,Bandung,317344
854,2025-05-03,P027,Produk-17,Olahraga,877424,13,Makassar,11406512
855,2025-05-04,P034,Produk-19,Buku,1153926,4,Surabaya,4615704
856,2025-05-05,P038,Produk-9,Olahraga,1692425,5,Bandung,8462125
857,2025-05-06,P033,Produk-4,Elektronik,560470,4,Surabaya,2241880
858,2025-05-07,P024,Produk-2,Buku,1936963,18,Bandung,34865334
859,2025-05-08,P015,Produk-4,Pakaian,1159816,6,Makassar,6958896
860,2025-05-09,P030,Produk-2,Makanan,725453,2,Surabaya,1450906
861,2025-05-10,P042,Produk-15,Buku,1497947,11,Surabaya,16477417
862,2025-05-11,P017,Produk-2,Buku,1669471,14,Surabaya,23372594
863,2025-05-12,P005,Produk-4,Elektronik,1000991,5,Bandung,5004955
864,2025-05-13,P029,Produk-6,Makanan,1809604,6,Medan,10857624
865,2025-05-14,P004,Produk-7,Pakaian,231196,10,Makassar,2311960
866,2025-05-15,P010,Produk-10,Buku,365014,8,Surabaya,2920112
867,2025-05-16,P017,Produk-19,Buku,1548339,14,Medan,21676746
868,2025-05-17,P010,Produk-19,Elektronik,1686974,3,Makassar,5060922
869,2025-05-18,P017,Produk-12,Olahraga,1283202,12,Makassar,15398424
870,2025-05-19,P020,Produk-3,Pakaian,726296,16,Surabaya,11620736
871,2025-05-20,P024,Produk-13,Makanan,429039,17,Surabaya,7293663
872,2025-05-21,P005,Produk-18,Buku,578714,1,Bandung,578714
873,2025-05-22,P034,Produk-8,Buku,794199,10,Medan,7941990
874,2025-05-23,P006,Produk-15,Pakaian,864038,10,Medan,8640380
875,2025-05-24,P002,Produk-1,Olahraga,491048,2,Surabaya,982096
876,2025-05-25,P013,Produk-3,Buku,602439,9,Makassar,5421951
877,2025-05-26,P043,Produk-8,Pakaian,323452,13,Surabaya,4204876
878,2025-05-27,P043,Produk-4,Elektronik,290853,16,Makassar,4653648
879,2025-05-28,P048,Produk-16,Olahraga,828883,18,Makassar,14919894
880,2025-05-29,P011,Produk-10,Makanan,226743,19,Surabaya,4308117
881,2025-05-30,P047,Produk-12,Buku,1188882,12,Jakarta,14266584
882,2025-05-31,P023,Produk-14,Pakaian,799468,8,Medan,6395744
883,2025-06-01,P016,Produk-14,Elektronik,943416,17,Makassar,16038072
884,2025-06-02,P031,Produk-2,Makanan,1625068,15,Makassar,24376020
885,2025-06-03,P011,Produk-5,Pakaian,142769,10,Jakarta,1427690
886,2025-06-04,P016,Produk-5,Pakaian,1185841,15,Bandung,17787615
887,2025-06-05,P008,Produk-6,Makanan,867563,15,Jakarta,13013445
888,2025-06-06,P004,Produk-13,Elektronik,1151004,7,Jakarta,8057028
889,2025-06-07,P040,Produk-9,Elektronik,1656734,13,Makassar,21537542
890,2025-06-08,P004,Produk-15,Olahraga,677835,17,Medan,11523195
891,2025-06-09,P025,Produk-14,Buku,810278,9,Jakarta,7292502
892,2025-06-10,P003,Produk-7,Makanan,1147643,8,Bandung,9181144
893,2025-06-11,P032,Produk-20,Makanan,1026089,18,Surabaya,18469602
894,2025-06-12,P003,Produk-2,Makanan,812371,13,Jakarta,10560823
895,2025-06-13,P027,Produk-7,Elektronik,1210793,16,Jakarta,19372688
896,2025-06-14,P029,Produk-6,Buku,1516760,9,Bandung,13650840
897,2025-06-15,P032,Produk-17,Olahraga,1721798,12,Medan,20661576
898,2025-06-16,P050,Produk-2,Pakaian,192980,12,Jakarta,2315760
899,2025-06-17,P019,Produk-3,Pakaian,552367,6,Jakarta,3314202
900,2025-06-18,P021,Produk-5,Makanan,386851,19,Medan,7350169
901,2025-06-19,P005,Produk-5,Buku,259329,7,Bandung,1815303
902,2025-06-20,P018,Produk-1,Elektronik,307354,3,Jakarta,922062
903,2025-06-21,P028,Produk-8,Buku,1621982,16,Medan,25951712
904,2025-06-22,P042,Produk-12,Buku,1159791,18,Jakarta,20876238
905,2025-06-23,P022,Produk-4,Elektronik,1809771,16,Surabaya,28956336
906,2025-06-24,P021,Produk-13,Makanan,361573,7,Makassar,2531011
907,2025-06-25,P006,Produk-15,Buku,1967160,4,Surabaya,7868640
908,2025-06-26,P001,Produk-11,Pakaian,1730912,8,Jakarta,13847296
909,2025-06-27,P005,Produk-10,Elektronik,1268106,13,Bandung,16485378
910,2025-06-28,P041,Produk-3,Olahraga,227241,13,Makassar,2954133
911,2025-06-29,P012,Produk-14,Makanan,188731,17,Surabaya,3208427
912,2025-06-30,P026,Produk-16,Elektronik,503830,17,Medan,8565110
913,2025-07-01,P046,Produk-10,Olahraga,814265,5,Bandung,4071325
914,2025-07-02,P034,Produk-10,Olahraga,389384,6,Surabaya,2336304
915,2025-07-03,P049,Produk-12,Buku,1524585,19,Medan,28967115
916,2025-07-04,P014,Produk-9,Buku,163688,13,Jakarta,2127944
917,2025-07-05,P026,Produk-1,Buku,358617,14,Medan,5020638
918,2025-07-06,P045,Produk-5,Elektronik,933194,4,Surabaya,3732776
919,2025-07-07,P027,Produk-20,Elektronik,794748,7,Surabaya,5563236
920,2025-07-08,P009,Produk-8,Makanan,1589410,8,Jakarta,12715280
921,2025-07-09,P026,Produk-11,Buku,943388,13,Medan,12264044
922,2025-07-10,P047,Produk-12,Olahraga,430596,6,Medan,2583576
923,2025-07-11,P022,Produk-1,Pakaian,1809687,6,Jakarta,10858122
924,2025-07-12,P047,Produk-20,Makanan,962743,3,Medan,2888229
925,2025-07-13,P030,Produk-11,Elektronik,784275,3,Jakarta,2352825
926,2025-07-14,P043,Produk-5,Makanan,1367726,13,Bandung,17780438
927,2025-07-15,P048,Produk-15,Makanan,1347819,2,Surabaya,2695638
928,2025-07-16,P017,Produk-5,Makanan,1084186,16,Bandung,17346976
929,2025-07-17,P026,Produk-12,Makanan,648506,6,Makassar,3891036
930,2025-07-18,P036,Produk-5,Pakaian,1294992,8,Makassar,10359936
931,2025-07-19,P001,Produk-17,Buku,606718,8,Makassar,4853744
932,2025-07-20,P008,Produk-17,Olahraga,73091,6,Jakarta,438546
933,2025-07-21,P049,Produk-12,Makanan,1879989,14,Medan,26319846
934,2025-07-22,P035,Produk-15,Makanan,1646853,3,Bandung,4940559
935,2025-07-23,P015,Produk-15,Makanan,1174027,10,Bandung,11740270
936,2025-07-24,P047,Produk-6,Buku,1075592,3,Bandung,3226776
937,2025-07-25,P022,Produk-12,Elektronik,68990,12,Bandung,827880
938,2025-07-26,P014,Produk-20,Elektronik,402414,17,Makassar,6841038
939,2025-07-27,P026,Produk-18,Pakaian,916792,5,Bandung,4583960
940,2025-07-28,P028,Produk-14,Elektronik,300541,9,Medan,2704869
941,2025-07-29,P023,Produk-2,Makanan,872513,7,Makassar,6107591
942,2025-07-30,P014,Produk-9,Makanan,716393,4,Bandung,2865572
943,2025-07-31,P024,Produk-5,Makanan,1468992,13,Jakarta,19096896
944,2025-08-01,P002,Produk-20,Pakaian,1901249,13,Surabaya,24716237
945,2025-08-02,P045,Produk-1,Makanan,174932,10,Surabaya,1749320
946,2025-08-03,P026,Produk-3,Elektronik,1089955,18,Surabaya,19619190
947,2025-08-04,P014,Produk-6,Buku,318083,17,Makassar,5407411
948,2025-08-05,P007,Produk-5,Buku,1211576,13,Bandung,15750488
949,2025-08-06,P003,Produk-5,Olahraga,1801498,17,Makassar,30625466
950,2025-08-07,P047,Produk-1,Elektronik,609351,4,Medan,2437404
951,2025-08-08,P023,Produk-17,Makanan,543216,1,Jakarta,543216
952,2025-08-09,P046,Produk-19,Buku,1830657,1,Jakarta,1830657
953,2025-08-10,P043,Produk-14,Elektronik,732405,15,Surabaya,10986075
954,2025-08-11,P047,Produk-12,Buku,1608426,13,Surabaya,20909538
955,2025-08-12,P045,Produk-10,Makanan,1536561,17,Surabaya,26121537
956,2025-08-13,P018,Produk-20,Buku,883550,8,Bandung,7068400
957,2025-08-14,P038,Produk-18,Olahraga,1183279,18,Medan,21299022
958,2025-08-15,P035,Produk-11,Olahraga,545164,13,Medan,7087132
959,2025-08-16,P015,Produk-2,Buku,1513417,14,Medan,21187838
960,2025-08-17,P025,Produk-18,Elektronik,1858660,8,Medan,14869280
961,2025-08-18,P037,Produk-7,Elektronik,1751421,8,Surabaya,14011368
962,2025-08-19,P028,Produk-15,Elektronik,339220,15,Jakarta,5088300
963,2025-08-20,P010,Produk-11,Buku,1351893,13,Surabaya,17574609
964,2025-08-21,P039,Produk-18,Elektronik,1294453,7,Medan,9061171
965,2025-08-22,P017,Produk-12,Makanan,1929613,5,Surabaya,9648065
966,2025-08-23,P039,Produk-6,Olahraga,1445285,17,Medan,24569845
967,2025-08-24,P022,Produk-20,Makanan,531725,16,Makassar,8507600
968,2025-08-25,P026,Produk-13,Elektronik,875553,2,Jakarta,1751106
969,2025-08-26,P044,Produk-20,Makanan,867865,18,Makassar,15621570
970,2025-08-27,P025,Produk-16,Elektronik,617597,17,Bandung,10499149
971,2025-08-28,P017,Produk-18,Buku,903900,7,Surabaya,6327300
972,2025-08-29,P013,Produk-10,Makanan,487470,13,Bandung,6337110
973,2025-08-30,P020,Produk-8,Buku,1952301,18,Surabaya,35141418
974,2025-08-31,P025,Produk-18,Buku,1456978,14,Makassar,20397692
975,2025-09-01,P004,Produk-1,Pakaian,1005357,18,Medan,18096426
976,2025-09-02,P010,Produk-8,Elektronik,874837,13,Medan,11372881
977,2025-09-03,P003,Produk-6,Olahraga,1034156,11,Surabaya,11375716
978,2025-09-04,P041,Produk-5,Elektronik,1666391,16,Medan,26662256
979,2025-09-05,P045,Produk-15,Olahraga,913659,17,Makassar,15532203
980,2025-09-06,P018,Produk-15,Elektronik,967996,8,Medan,7743968
981,2025-09-07,P047,Produk-2,Buku,798778,19,Makassar,15176782
982,2025-09-08,P036,Produk-1,Makanan,189883,15,Bandung,2848245
983,2025-09-09,P047,Produk-11,Makanan,1716208,9,Makassar,15445872
984,2025-09-10,P022,Produk-10,Pakaian,1253920,10,Jakarta,12539200
985,2025-09-11,P034,Produk-18,Olahraga,1061439,12,Jakarta,12737268
986,2025-09-12,P047,Produk-18,Olahraga,1563802,1,Jakarta,1563802
987,2025-09-13,P008,Produk-17,Olahraga,797852,9,Surabaya,7180668
988,2025-09-14,P040,Produk-8,Buku,1670017,15,Surabaya,25050255
989,2025-09-15,P049,Produk-15,Olahraga,1206618,1,Surabaya,1206618
990,2025-09-16,P044,Produk-8,Makanan,1152686,12,Makassar,13832232
991,2025-09-17,P019,Produk-17,Buku,1243627,3,Surabaya,3730881
992,2025-09-18,P042,Produk-12,Elektronik,1863995,11,Bandung,20503945
993,2025-09-19,P041,Produk-8,Olahraga,813461,2,Jakarta,1626922
994,2025-09-20,P037,Produk-14,Olahraga,78328,16,Makassar,1253248
995,2025-09-21,P006,Produk-4,Elektronik,687199,9,Jakarta,6184791
996,2025-09-22,P026,Produk-1,Olahraga,1373587,15,Surabaya,20603805
997,2025-09-23,P034,Produk-1,Elektronik,1157810,12,Makassar,13893720
998,2025-09-24,P045,Produk-19,Buku,862283,1,Medan,862283
999,2025-09-25,P006,Produk-16,Makanan,867711,13,Bandung,11280243
1000,2025-09-26,P037,Produk-14,Elektronik,1871367,14,Surabaya,26199138
